City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
431,Talcahuano,CL,59.0,broken clouds,-36.7167,-73.1167,departamento comodo
433,Margate,GB,56.1,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
434,Sinnamary,GF,80.11,moderate rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
442,Esperance,AU,55.24,broken clouds,-33.8667,121.9,Hospitality Esperance
443,Kerrville,US,80.94,clear sky,30.0474,-99.1403,Inn Of The Hills Hotel & Conference Center
444,Comodoro Rivadavia,AR,60.66,clear sky,-45.8667,-67.5,Austral Hotel
445,Bonoua,CI,80.22,moderate rain,5.2741,-3.595,Hotel Bon Samaritian
446,Port Moresby,PG,74.62,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
447,Kahului,US,77.02,few clouds,20.8947,-156.47,Maui Seaside Hotel
448,Balugaon,IN,81.09,clear sky,20.1667,85.1,Kridashpur Kalyan Mandap
449,El Alto,PE,78.46,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
452,Gardez,AF,53.15,light rain,33.5974,69.2259,Gardezi Home
453,Grindavik,IS,45.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
454,Faya,SA,72.12,light rain,18.3851,42.4509,املاك خالد الشعشوع
456,Kirkwood,US,52.72,scattered clouds,38.5834,-90.4068,"Holiday Inn St Louis SW - Route 66, an IHG Hotel"
457,Launceston,AU,55.04,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
458,Aden,YE,83.44,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
459,Diego De Almagro,CL,76.06,clear sky,-26.3667,-70.05,hotel luna del desierto
460,Gat,IL,67.82,overcast clouds,31.61,34.7642,OlusHome
461,Pandan,PH,77.49,few clouds,14.0453,124.1694,Bonifacio Lodge
462,Cayenne,GF,77.04,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
464,Taunggyi,MM,64.47,few clouds,20.7833,97.0333,True Treasure Hotel
465,Faanui,PF,80.56,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
466,Garowe,SO,81.66,light rain,8.4054,48.4845,Curubo Hotel
467,Shingu,JP,54.25,overcast clouds,33.7333,135.9833,Shingu UI Hotel
469,Alta Floresta,BR,87.62,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
471,Pau Dos Ferros,BR,83.89,broken clouds,-6.1125,-38.2063,Hertz Center Hotel
472,Vila Velha,BR,80.55,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
473,Fare,PF,80.74,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
474,Brooks,CA,48.18,overcast clouds,50.5834,-111.8851,Heritage Inn Hotel & Convention Centre
475,Paraiso,CR,80.96,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
476,Ngunguru,NZ,67.32,light rain,-35.6167,174.5,Pacific Rendezvous Motel Resort
478,Waipawa,NZ,52.45,few clouds,-41.4122,175.5153,Tora Coastal Walk
479,Anshun,CN,47.28,overcast clouds,26.25,105.9333,安顺麦吉风格酒店
480,Banjar,ID,77.52,light rain,-8.19,114.9675,The Hamsa Resort
481,Gigmoto,PH,77.25,scattered clouds,13.7796,124.39,Cj's Travellers Inn
482,Saint-Pierre,RE,77.29,scattered clouds,-21.3393,55.4781,Lindsey Hôtel
483,Kharod,IN,89.37,scattered clouds,21.75,82.5667,STARiHOTELS Sheorinarayan
484,Mahebourg,MU,79.25,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
485,Muriwai Beach,NZ,66.34,light rain,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
487,Rosetta,EG,63.07,overcast clouds,31.4044,30.4164,Green Valley
488,Skibbereen,IE,46.11,scattered clouds,51.55,-9.2667,The West Cork Hotel
489,Klaksvik,FO,45.52,light rain,62.2266,-6.589,Airbnb rooms
490,Lae,PG,76.26,heavy intensity rain,-6.7221,146.9847,Phils Hotel
491,Zhanakorgan,KZ,72.61,overcast clouds,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
492,Flinders,AU,68.38,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
493,Atambua,ID,73.35,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
494,Ketchikan,US,50.47,clear sky,55.3422,-131.6461,Snow's Cove Lodge
495,Sujiatun,CN,46.58,clear sky,41.6592,123.3392,Hunnan Di Yicun Northern District
496,Naze,JP,61.72,light rain,28.3667,129.4833,Shishime Hotel
497,Maunabo,PR,87.48,broken clouds,18.0072,-65.8993,Maunacaribe
502,Brantford,CA,44.28,overcast clouds,43.1334,-80.2664,Comfort Inn
504,Tashtyp,RU,49.95,overcast clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
505,Batesville,US,60.62,clear sky,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
507,Saint-Gaudens,FR,55.02,overcast clouds,43.0833,0.6667,L'Ardiégeoise
509,Almeirim,BR,84.43,broken clouds,-1.5233,-52.5817,Ricácio Hotel
510,La Massana,AD,50.31,overcast clouds,42.5667,1.4833,Xalet Verdú
511,Itaituba,BR,86.16,scattered clouds,-4.2761,-55.9836,Hotel Campos
512,Maragogi,BR,80.98,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
513,Kudahuvadhoo,MV,83.73,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
514,Mayumba,GA,78.69,overcast clouds,-3.432,10.6554,LIKWALE LODGE
515,Novo Oriente,BR,82.09,overcast clouds,-5.5344,-40.7742,Golden Palace Hotel
516,Gallup,US,75.04,clear sky,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
518,Mersing,MY,78.71,few clouds,2.4312,103.8405,Timotel Hotel
521,Paka,MY,80.53,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
522,Atasu,KZ,51.66,broken clouds,48.6814,71.6433,Dostyk
523,Axim,GH,78.75,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
525,Hambantota,LK,79.14,broken clouds,6.1241,81.1185,Bungalow 63
526,Dembi Dolo,ET,61.63,light rain,8.5333,34.8,Dembi dollo plaza
527,Karratha,AU,83.17,clear sky,-20.7377,116.8463,ibis Styles Karratha
528,Faro,PT,74.98,clear sky,37.0194,-7.9322,Hotel Faro & Beach Club
529,Santiago,CL,78.28,clear sky,-33.4569,-70.6483,Hotel Panamericano
530,Villa Carlos Paz,AR,75.4,clear sky,-31.4241,-64.4978,Monte Carlo vcp
533,Yulara,AU,58.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
534,La Palma,US,80.82,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
535,Marienburg,PL,43.57,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
536,Barranca,PE,70.52,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
537,Rawlins,US,57.34,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
538,Harbour Breton,CA,41.79,overcast clouds,47.4833,-55.7983,Southern Port Hotel
539,Jaicos,BR,83.77,light rain,-7.3592,-41.1378,Hotel Jaicós
540,Cahul,MD,43.79,overcast clouds,45.9075,28.1944,Auto Lux
542,Biak,ID,76.39,broken clouds,-0.9131,122.8766,Penginapan Kim
543,Paita,PE,74.28,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
544,Altamira,BR,89.69,scattered clouds,-3.2033,-52.2064,Requinte Hotel
545,Mao,ES,57.76,clear sky,39.8885,4.2658,ARTIEM Capri
546,Moron,AR,73.99,scattered clouds,-34.6534,-58.6198,Hotel Morón
547,Belmonte,BR,77.04,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
549,Iquique,CL,67.24,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
551,Tual,ID,83.68,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
553,Youghal,IE,51.1,broken clouds,51.95,-7.8506,Quality Hotel and Leisure Centre Youghal
554,The Valley,AI,84.06,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
555,Mardin,TR,62.76,overcast clouds,37.3131,40.7436,Reyhani Kasri Hotel
556,Sola,VU,82.0,overcast clouds,-13.8833,167.55,Leumerus Bungalows
558,Bondowoso,ID,74.71,overcast clouds,-7.9135,113.8214,Anugerah Hotel Bondowoso
559,Rapar,IN,82.13,few clouds,23.5667,70.6333,Dharamshi Bapa’s Home
562,Pallasovka,RU,56.26,light rain,50.05,46.8833,"Hotel ""Natalia"""
563,Mednogorsk,RU,54.25,overcast clouds,51.4128,57.595,"Hotel ""Central"""
565,Jalu,LY,69.44,clear sky,29.0331,21.5482,صاحبة الفخامة
566,Luohe,CN,50.16,overcast clouds,33.5717,114.0353,BNB 29-Tunxi Old Street Branch
567,Birjand,IR,50.47,scattered clouds,32.8663,59.2211,Birjand Tourist Hotel
568,Homer,US,41.77,clear sky,59.6425,-151.5483,Beluga Lake Lodge
569,Mogadishu,SO,82.99,overcast clouds,2.0371,45.3438,Hotel Juba
570,Alofi,NU,76.89,broken clouds,-19.0595,-169.9187,Taloa Heights
572,Abha,SA,71.85,few clouds,18.2164,42.5053,Abha Hotel
573,Brae,GB,45.39,overcast clouds,60.3964,-1.353,Busta House Hotel
575,Srandakan,ID,77.07,overcast clouds,-7.9386,110.2506,Puri Brata
576,Maldonado,UY,70.99,overcast clouds,-34.6667,-54.9167,La Cimarrona
580,Takoradi,GH,79.34,overcast clouds,4.8845,-1.7554,Raybow International Hotel
581,Alice Springs,AU,63.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
583,Barcelos,PT,61.84,few clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
584,Pandamatenga,BW,67.69,broken clouds,-18.5278,25.627,Wildtrack Safaris Eco Lodge
585,Malangwa,NP,81.36,clear sky,26.8568,85.5581,Prem Meat House
586,Acapulco,MX,84.02,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
591,Kallidaikurichchi,IN,80.6,overcast clouds,8.6667,77.4833,"SNS Lodge in Kallidaikurichi, Ambasamudrum"
592,Hutchinson,US,54.03,scattered clouds,38.0608,-97.9298,Hampton Inn Hutchinson
593,Marystown,CA,40.98,scattered clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
594,Santiago Del Estero,AR,79.54,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
595,Chandpur,IN,84.97,clear sky,29.15,78.2667,A.A.S Garments
597,Webuye,KE,64.47,light rain,0.6075,34.7697,Satellite View Hotel
598,Florida,US,84.02,overcast clouds,28.7505,-82.5001,Sportsmens Cove
600,Natal,BR,86.65,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
602,Novomyshastovskaya,RU,64.62,overcast clouds,45.1991,38.5827,Novomyshastovskaya
604,Njombe,TZ,57.31,broken clouds,-9.3333,34.7667,Hillside Hotel
605,Westport,US,53.42,clear sky,41.1415,-73.3579,The Inn at Longshore
606,Dindori,IN,83.34,scattered clouds,22.95,81.0833,Konark Marriage Garden
607,Caravelas,BR,80.28,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
608,Maxixe,MZ,73.22,drizzle,-23.8597,35.3472,Oceano
609,Labrea,BR,81.91,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
610,Salinopolis,BR,82.38,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
611,Warrnambool,AU,56.8,moderate rain,-38.3833,142.4833,Lady Bay Resort
613,Sainte-Suzanne,RE,78.98,broken clouds,-20.9061,55.6089,Gites Ango
614,Ilebo,CD,76.14,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
617,Mayo,US,50.04,light rain,38.8876,-76.5119,Resorts Resource Group International
618,Alyangula,AU,73.27,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
619,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
620,Coahuayana,MX,89.56,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
621,Lamu,KE,82.62,overcast clouds,-2.2717,40.902,Lamu House
623,Neka,IR,54.91,clear sky,36.6508,53.299,گالری گل وندا
624,Kendari,ID,77.79,overcast clouds,-3.945,122.4989,Hotel Wixel
625,Roald,NO,54.52,clear sky,62.5833,6.1333,Flem Cabins
627,Inyonga,TZ,66.76,scattered clouds,-6.7167,32.0667,Eden Rock Lodge
628,San Juan De Los Morros,VE,86.16,overcast clouds,9.9115,-67.3538,Hotel La Montaña
630,Rincon,US,78.94,broken clouds,32.296,-81.2354,Days Inn Rincon
631,Maneadero,MX,66.09,clear sky,31.7167,-116.5667,Casa De Thompson
632,Cabedelo,BR,88.47,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
633,Zhangjiakou,CN,50.86,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
636,Mazamari,PE,84.69,broken clouds,-11.3258,-74.5308,Hospedaje Ratto
637,Kentau,KZ,70.0,overcast clouds,43.5206,68.5094,Safary
638,Urumqi,CN,68.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
640,Ocampo,MX,81.14,clear sky,21.65,-101.5,Hotel Estancia del Vaquero
641,Shenjiamen,CN,55.49,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
642,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
643,Benito Juarez,MX,81.0,broken clouds,19.385,-99.165,Hotel Beverly
644,Mazatlan,MX,78.91,broken clouds,23.2167,-106.4167,Hotel La Siesta
645,Kismayo,SO,82.53,light rain,-0.3582,42.5454,Agan-Hotel
647,Balikpapan,ID,77.99,scattered clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
648,Buenos Aires,AR,73.98,few clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
649,Balkhash,KZ,58.17,overcast clouds,46.844,74.9804,Family
650,Darnah,LY,60.57,clear sky,32.767,22.6367,فندق الفردوس
651,Hovd,MN,48.0,overcast clouds,48.0056,91.6419,Hotel Khovd
652,Kalabo,ZM,69.78,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
653,Jiexiu,CN,51.08,clear sky,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
654,Khasan,RU,41.04,clear sky,42.4308,130.6434,Fangchuan Self-Driving Camp
655,Bandarbeyla,SO,81.82,clear sky,9.4942,50.8122,JABIR HOTEL
657,Asfi,MA,63.57,broken clouds,32.2994,-9.2372,Hôtel Abda
658,Carhuamayo,PE,53.74,overcast clouds,-10.9167,-76.0333,Hospedaje Santa Rosa
660,Castro Verde,PT,65.62,clear sky,37.6983,-8.0858,Hotel A Esteva
661,Castlemaine,AU,56.28,light rain,-37.0667,144.2167,Fig Cafe & Accommodation
662,Wuwei,CN,46.63,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
664,Saint Simons,US,78.85,scattered clouds,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
665,Marsh Harbour,BS,77.36,broken clouds,26.5412,-77.0636,Abaco Beach Resort
666,Maloy,NO,51.53,clear sky,61.9353,5.1136,Torget Hotell
667,Santa Maria,BR,76.3,scattered clouds,-29.6842,-53.8069,Hotel Morotin
668,Antalaha,MG,74.75,overcast clouds,-14.9003,50.2788,Hotel Vitasoa
669,Hanko,FI,40.14,scattered clouds,59.8333,22.95,Villa Maija
671,Caluquembe,AO,61.43,light rain,-13.7833,14.6833,Hotel Kalukembe
672,Torbat-E Jam,IR,50.4,overcast clouds,35.244,60.6225,White building
673,Skjervoy,NO,48.2,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
674,Can,TR,42.55,overcast clouds,40.0333,27.0524,Can Ogretmenevi
675,Sampit,ID,76.39,moderate rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
676,Qingdao,CN,49.6,haze,36.0986,120.3719,Le Meridien Qingdao
677,Malkangiri,IN,84.92,clear sky,18.35,81.9,MR-SAGAR_KUMAR_RTR™
678,Wladyslawowo,PL,45.93,overcast clouds,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
680,Yazd,IR,62.71,clear sky,31.8972,54.3675,Mozaffar Traditional Hotel
681,Bagar,IN,85.55,clear sky,28.1874,75.5005,"The Piramal Haveli (20th Century; Shekhavati, Rajasthan)"
682,Sweetwater,US,90.0,broken clouds,25.7634,-80.3731,Courtyard by Marriott Miami at Dolphin Mall
684,Basco,PH,77.09,broken clouds,20.4487,121.9702,Nathaniel's Lodge
686,Vlagtwedde,NL,59.25,clear sky,53.0275,7.1083,Roompot Vakantiepark Emslandermeer
687,Konya,TR,53.65,clear sky,38.1667,32.5,Bahcesaray Koyu Muhtarligi
688,Puerto Colombia,CO,78.89,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
